participant,File_ID,pt_location,age_group,pt_location_age_group,expName,date,excerpt_label_final,excerpt_name_original,genre_code,familiarity_specific_level,song_batch,no_thought_rate,creation_time_Acc,familiarity_specific_rated,thought_or_not_response.keys,have_thought_input.text,have_thought_input.text_EDIT,Artists_composers_singers_etc_mentioned,song_piece_titles_mentioned,media_or_fictional_characters_or_titles_mentioned,PossibleExclusion,no_thought_input.text,rating_Q1_music_related.response,rating_Q2_spontaneous.response,rating_Q3_reality.response,general_rating_Q1_familiarity.response,general_rating_Q2_enjoy.response,textbox_attnCheck.text,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLangue,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpairments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,have_thoughts.started,have_thoughts.stopped,no_thought.started,no_thought.stopped,have_thoughts.RT,no_thought.RT,have_thought_word_count,no_thought_word_count,have_thought_input_text_EDIT_word_count,spelling_corrected,spelling_check_original_words,spelling_check_new_words,spelling_check_original_words_number,spelling_check_new_words_number,dimension_of_similarity_1,dimension_of_similarity_2,audio_name,original_order,online_order,have_thought_input.text_EDIT_PNAS,dimension_of_similarity_1_PNAS,dimension_of_similarity_2_PNAS
883689,MEI_UK18to30_2024-07-15_09h55.07.427_883689.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h55.07.427,Jaz_H_07,new-clip_Jazz_HIGH_Feeling_Good.mp3,Jazz,H,7,0,NA,3.368421053,y,"It made me think of a James Bond intro at first, though as it progressed I associated it less and less with that idea, but at that point all I could think of still is James Bond","It made me think of a James Bond intro at first, though as it progressed I associated it less and less with that idea, but at that point all I could think of still is James Bond",,,James Bond,,,3,2,1,3,4,,TRUE,25,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,2,NA,643.1627,761.703,784.0522,784.0531,118.5403,NA,37,0,37,No,NA,NA,NA,NA,51.475353,9.468421,Jaz_H_07_new-clip_Jazz_HIGH_Feeling_Good.mp3,962,2739,"<i>It</i> <i>made</i> <i>me</i> <i>think</i> <i>of</i> <i>a</i> James Bond intro <i>at</i> first, though <i>as</i> <i>it</i> progressed <i>I</i> associated <i>it</i> less <i>and</i> less <i>with</i> <i>that</i> idea, <i>but</i> <i>at</i> <i>that</i> point <i>all</i> <i>I</i> could <i>think</i> <i>of</i> still <i>is</i> James Bond",-23.690742,-13.688115
219629,MEI_UK18to30_2024-07-15_09h55.08.951_219629.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h55.08.951,Jaz_H_10,new-clip_Jazz_HIGH_Summertime.mp3,Jazz,H,10,0.125,NA,2.5625,y,Images of a camera documenting and following the life of a gorilla in its habitat. No chaos,Images of a camera documenting and following the life of a gorilla in its habitat. No chaos,,,,,NA,5,5,3,1,5,,TRUE,27,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,908.1187,976.974,998.3049,998.3082,68.8553,NA,17,NA,17,No,NA,NA,NA,NA,-18.670454,-30.318975,Jaz_H_10_new-clip_Jazz_HIGH_Summertime.mp3,974,2740,Images <i>of</i> <i>a</i> camera documenting <i>and</i> following <i>the</i> life <i>of</i> <i>a</i> gorilla <i>in</i> <i>its</i> habitat. No chaos,-22.76688,47.7626
711902,MEI_UK18to30_2024-07-15_09h55.25.169_711902.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h55.25.169,Jaz_L_06,new-clip_Jazz_LOW_Tempest.mp3,Jazz,L,6,0.151515152,NA,1.454545455,y,a man playing a saxophone in a jazz club,a man playing a saxophone in a jazz club,,,,,,5,3,4,3,2,,TRUE,30,Female,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,5,2,NA,243.2816,274.1998,297.5206,297.5217,30.9182,NA,9,0,9,No,NA,NA,NA,NA,-66.13221,-6.3278475,Jaz_L_06_new-clip_Jazz_LOW_Tempest.mp3,980,2741,a man playing <i>a</i> <i>saxophone</i> <i>in</i> <i>a</i> <i>jazz</i> club,17.4027,-70.611046
66854e677c0ca2ddfa6b9ce7,MEI_UK18to30_2024-07-15_09h55.55.140_66854e677c0ca2ddfa6b9ce7.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h55.55.140,Jaz_H_10,new-clip_Jazz_HIGH_Summertime.mp3,Jazz,H,10,0.125,NA,2.5625,y,"on a boat or yacht with live music playing, upper class type of people, everyone is drinking expensive alcohol","on a boat or yacht with live music playing, upper class type of people, everyone is drinking expensive alcohol",,,,,,5,5,5,1,2,,TRUE,27,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,"the beginning tones were hard to hear unless on 100% for me but then the last bit of music was deathly loud on this setting, still I didn't change as described in the beginning",904.3405,948.676,965.1629,965.165,44.3355,NA,19,0,19,No,NA,NA,NA,NA,-36.975136,-40.230827,Jaz_H_10_new-clip_Jazz_HIGH_Summertime.mp3,991,2742,"on <i>a</i> boat <i>or</i> yacht <i>with</i> live <i>music</i> playing, upper class type <i>of</i> people, everyone <i>is</i> drinking expensive alcohol",40.809856,34.92365
26441,MEI_UK18to30_2024-07-15_09h56.31.848_026441.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h56.31.848,Jaz_L_05,"new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jazz,L,5,0.15625,NA,1.5,y,I thought about animated cartoon and pixar shows,I thought about animated cartoon and pixar shows,,,pixar,,,4,4,1,2,4,,TRUE,24,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,2,NA,257.073,289.35,305.532,305.534,32.277,NA,8,0,8,No,NA,NA,NA,NA,-4.649511,56.8439,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",996,2743,<i>I</i> <i>thought</i> <i>about</i> animated cartoon <i>and</i> pixar shows,-31.67893,-54.874187
544809,MEI_UK18to30_2024-07-15_09h56.44.841_544809.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h56.44.841,Jaz_H_08,new-clip_Jazz_HIGH_My_Baby_Just_Cares_for_Me_-2013_-_Remaster-.mp3,Jazz,H,8,0.088235294,NA,3.029411765,y,"dancing around the kitchen with my partner, sun shining through the windows. Kettle on.","dancing around the kitchen with my partner, sun shining through the windows. Kettle on.",,,,,,4,3,3,4,5,,TRUE,28,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,3,Enjoyable survey,427.8385,463.7023,479.8053,479.808,35.8638,NA,14,0,14,No,NA,NA,NA,NA,-15.069386,-58.215908,Jaz_H_08_new-clip_Jazz_HIGH_My_Baby_Just_Cares_for_Me_-2013_-_Remaster-.mp3,1004,2744,"dancing <i>around</i> <i>the</i> kitchen <i>with</i> <i>my</i> partner, sun shining <i>through</i> <i>the</i> windows. Kettle on.",30.857344,29.445982
67604,MEI_UK18to30_2024-07-15_09h56.59.546_067604.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h56.59.546,Jaz_L_03,new-clip_Jazz_LOW_Ainda_Mais_Amor.mp3,Jazz,L,3,0.171428571,NA,1.342857143,y,i imagine myself on a cruse ship,i imagine myself on a cruse ship,,,,,,4,3,3,1,4,,TRUE,23,Male,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,3,2,NA,220.2233,259.6768,272.7136,272.7154,39.4535,NA,7,0,7,No,NA,NA,NA,NA,-14.24094,5.65414,Jaz_L_03_new-clip_Jazz_LOW_Ainda_Mais_Amor.mp3,1012,2745,i <i>imagine</i> <i>myself</i> <i>on</i> <i>a</i> cruse ship,-6.4771004,76.80425
623448,MEI_UK18to30_2024-07-15_09h58.57.139_623448.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h58.57.139,Jaz_L_05,"new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jazz,L,5,0.15625,NA,1.5,y,christmas shopping in the christmas section of a department store,christmas shopping in the christmas section of a department store,,,,,NA,4,4,3,2,2,,TRUE,25,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,1118.3651,1149.9472,1159.6558,1159.6576,31.5821,NA,10,NA,10,No,NA,NA,NA,NA,-20.695045,-34.28329,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",1032,2746,christmas shopping <i>in</i> <i>the</i> christmas section <i>of</i> <i>a</i> department store,35.642147,51.406174
286851,MEI_UK18to30_2024-07-15_09h59.48.713_286851.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h59.48.713,Jaz_L_02,new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,Jazz,L,2,0.142857143,NA,1.371428571,y,"Clip felt similar to the ambiance in a restaurant e.g. live piano performance. Relaxing background music, chill ambiance","Clip felt similar to the ambiance in a restaurant e.g. live piano performance. Relaxing background music, chill ambiance",,,,,,4,4,2,1,4,,TRUE,23,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,NA,161.1381,204.0371,218.9031,218.904,42.899,NA,18,0,18,No,NA,NA,NA,NA,-50.885952,-36.609238,Jaz_L_02_new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,1034,2747,"Clip felt similar <i>to</i> <i>the</i> ambiance <i>in</i> <i>a</i> restaurant e.g. live <i>piano</i> performance. Relaxing background <i>music</i>, chill ambiance",9.390463,42.666904
97442,MEI_UK18to30_2024-07-15_09h59.51.753_097442.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_09h59.51.753,Jaz_H_07,new-clip_Jazz_HIGH_Feeling_Good.mp3,Jazz,H,7,0,NA,3.368421053,y,"It reminded me of Frank Sinatra's music a bit, which I associate with my partner. It also reminded me of Tintin in America.","It reminded me of Frank Sinatra's music a bit, which I associate with my partner. It also reminded me of Tintin in America.",Frank Sinatra ,,Tintin,,,5,5,1,1,4,,TRUE,25,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,2,Thanks for including Star Wars!,469.8925,503.2958,514.2678,514.2695,33.4033,NA,23,0,23,No,NA,NA,NA,NA,43.726105,21.857454,Jaz_H_07_new-clip_Jazz_HIGH_Feeling_Good.mp3,1045,2748,"<i>It</i> <i>reminded</i> <i>me</i> <i>of</i> Frank Sinatra's <i>music</i> <i>a</i> bit, <i>which</i> <i>I</i> associate <i>with</i> <i>my</i> partner. <i>It</i> <i>also</i> <i>reminded</i> <i>me</i> <i>of</i> Tintin <i>in</i> America.",-3.043483,-18.514212
640102,MEI_UK18to30_2024-07-15_10h01.40.474_640102.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h01.40.474,Jaz_L_06,new-clip_Jazz_LOW_Tempest.mp3,Jazz,L,6,0.151515152,NA,1.454545455,y,Imagined pink panther upto no good and sneaking around,Imagined pink panther up to no good and sneaking around,,,,,,5,5,2,1,4,,TRUE,25,Female,United Kingdom,United Kingdom,English ,FALSE,NA,FALSE,NA,3,2,set up great and interesting,386.346,417.5974,430.6463,430.6485,31.2514,NA,9,0,10,Yes,upto,up to,1,2,-13.878432,-15.317576,Jaz_L_06_new-clip_Jazz_LOW_Tempest.mp3,1075,2749,Imagined pink panther <i>up</i> <i>to</i> <i>no</i> good <i>and</i> sneaking around,34.110386,15.185036
417785,MEI_UK18to30_2024-07-15_10h01.51.235_417785.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h01.51.235,Jaz_H_07,new-clip_Jazz_HIGH_Feeling_Good.mp3,Jazz,H,7,0,NA,3.368421053,y,Joyous group after a successful jewellry heist. Celebrating their earnings.,Joyous group after a successful jewelry heist. Celebrating their earnings.,,,,,,4,4,3,3,3,,TRUE,27,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,1,NA,359.4269,436.797,453.0091,453.01,77.3701,NA,10,0,10,Yes,jewellry,jewelry,1,1,-24.94414,-24.744864,Jaz_H_07_new-clip_Jazz_HIGH_Feeling_Good.mp3,1080,2750,Joyous group <i>after</i> <i>a</i> successful jewelry heist. Celebrating <i>their</i> earnings.,28.842958,-2.1864333
261860,MEI_UK18to30_2024-07-15_10h02.26.976_261860.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h02.26.976,Jaz_H_09,new-clip_Jazz_HIGH_The_Girl_From_Ipanema.mp3,Jazz,H,9,0.03125,NA,2.71875,y,A low lit jazz club and resturant having a romantic meal with partner,A low lit jazz club and restaurant having a romantic meal with partner,,,,,,4,3,4,1,3,,TRUE,29,Male,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,3,5,NA,770.7621,870.264,879.1078,879.109,99.5019,NA,13,0,13,Yes,resturant,restaurant,1,1,-48.12307,-34.11959,Jaz_H_09_new-clip_Jazz_HIGH_The_Girl_From_Ipanema.mp3,1092,2751,<i>A</i> low lit <i>jazz</i> club <i>and</i> restaurant <i>having</i> <i>a</i> romantic meal <i>with</i> partner,48.499123,31.954086
455197,MEI_UK18to30_2024-07-15_10h03.18.248_455197.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h03.18.248,Jaz_L_06,new-clip_Jazz_LOW_Tempest.mp3,Jazz,L,6,0.151515152,NA,1.454545455,y,"The saxophone music makes me think of a Jazz band. More precisely, the movie La La Land where the main character plays the saxophone.","The saxophone music makes me think of a Jazz band. More precisely, the movie La La Land where the main character plays the saxophone.",,,La La Land,,,5,3,1,5,4,,TRUE,26,Female,United Kingdom,Poland,English,TRUE,Polish,FALSE,NA,3,2,NA,669.5584,714.8755,769.2897,769.2919,45.3171,NA,24,0,24,No,NA,NA,NA,NA,11.935113,29.214958,Jaz_L_06_new-clip_Jazz_LOW_Tempest.mp3,1099,2752,"The <i>saxophone</i> <i>music</i> <i>makes</i> <i>me</i> <i>think</i> <i>of</i> <i>a</i> Jazz band. More precisely, <i>the</i> <i>movie</i> La La Land <i>where</i> <i>the</i> main character plays <i>the</i> saxophone.",-5.3732524,-23.259937
330698,MEI_UK18to30_2024-07-15_10h03.33.614_330698.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h03.33.614,Jaz_L_02,new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,Jazz,L,2,0.142857143,NA,1.371428571,y,i felt really relaxed while listening to this music i could picture myself sat on some grass in the sun.,i felt really relaxed while listening to this music i could picture myself sat on some grass in the sun.,,,,,,4,5,3,1,4,,TRUE,21,Male,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,3,2,it was fun!,141.8356,174.401,191.8813,191.8831,32.5654,NA,20,0,20,No,NA,NA,NA,NA,37.370995,-21.83589,Jaz_L_02_new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,1104,2753,i felt really relaxed <i>while</i> listening <i>to</i> <i>this</i> <i>music</i> <i>i</i> could <i>picture</i> <i>myself</i> sat <i>on</i> <i>some</i> grass <i>in</i> <i>the</i> sun.,-69.789,12.135546
287239,MEI_UK18to30_2024-07-15_10h03.41.926_287239.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h03.41.926,Jaz_L_04,new-clip_Jazz_LOW_Sembellogy.mp3,Jazz,L,4,0.133333333,NA,1.333333333,y,"At first the music made me a bit uneasy, but when the song kicked in and the jazz music started playing, I imagined an underground 60s club","At first the music made me a bit uneasy, but when the song kicked in and the jazz music started playing, I imagined an underground 60s club",,,,,,4,4,3,1,4,,TRUE,25,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,2,Really enjoyed the different genres of music and the different feelings and images it allowed me experience ,1342.4932,1378.6293,1390.5915,1390.5983,36.1361,NA,27,0,27,No,NA,NA,NA,NA,-27.284185,-7.786242,Jaz_L_04_new-clip_Jazz_LOW_Sembellogy.mp3,1120,2754,"At first <i>the</i> <i>music</i> <i>made</i> <i>me</i> <i>a</i> bit uneasy, <i>but</i> <i>when</i> <i>the</i> <i>song</i> kicked <i>in</i> <i>and</i> <i>the</i> <i>jazz</i> <i>music</i> started playing, <i>I</i> <i>imagined</i> <i>an</i> underground <i> <i>60</i> s</i> club",-22.819033,-1.9610851
549732,MEI_UK18to30_2024-07-15_10h04.19.093_549732.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h04.19.093,Jaz_L_02,new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,Jazz,L,2,0.142857143,NA,1.371428571,y,I imagined being sat in a coffee shop on a rainy day watching people walking past the window with umbrellas.,I imagined being sat in a coffee shop on a rainy day watching people walking past the window with umbrellas.,,,,,NA,4,5,3,2,4,,TRUE,28,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,3,NA,203.0646,238.9664,261.4664,261.4686,35.9018,NA,20,NA,20,No,NA,NA,NA,NA,-3.8039427,-46.485264,Jaz_L_02_new-clip_Jazz_MED_Turiya_and_Ramakrishna.mp3,1121,2755,<i>I</i> <i>imagined</i> <i>being</i> sat <i>in</i> <i>a</i> coffee shop <i>on</i> <i>a</i> rainy day watching people walking past <i>the</i> window <i>with</i> umbrellas.,25.549675,41.55947
193397,MEI_UK18to30_2024-07-15_10h05.12.414_193397.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h05.12.414,Jaz_H_09,new-clip_Jazz_HIGH_The_Girl_From_Ipanema.mp3,Jazz,H,9,0.03125,NA,2.71875,y,I imagined being on hold while on the telephone or being in an elevator,I imagined being on hold while on the telephone or being in an elevator,,,,,,4,4,2,1,1,,TRUE,27,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,1,NA,1076.0518,1108.8646,1120.3194,1120.323,32.8128,NA,14,0,14,No,NA,NA,NA,NA,13.590861,-58.69227,Jaz_H_09_new-clip_Jazz_HIGH_The_Girl_From_Ipanema.mp3,1144,2756,<i>I</i> <i>imagined</i> <i>being</i> <i>on</i> hold <i>while</i> <i>on</i> <i>the</i> telephone <i>or</i> <i>being</i> <i>in</i> <i>an</i> elevator,-24.260311,24.486572
6653599a109f0c676aae9d91,MEI_UK18to30_2024-07-15_10h06.08.317_6653599a109f0c676aae9d91.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h06.08.317,Jaz_H_09,new-clip_Jazz_HIGH_The_Girl_From_Ipanema.mp3,Jazz,H,9,0.03125,NA,2.71875,y,I pictured the idea of being in a fancy bar/jazz bar with a brass band playing where people are dressed nicely and sipping cocktails etc.,I pictured the idea of being in a fancy bar/jazz bar with a brass band playing where people are dressed nicely and sipping cocktails etc.,,,,,,5,4,1,1,4,banana,TRUE,25,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,4,2,N/A,535.6017,567.2225,577.7051,577.7127,31.6208,NA,26,0,26,No,NA,NA,NA,NA,-46.12757,-30.162369,Jaz_H_09_new-clip_Jazz_HIGH_The_Girl_From_Ipanema.mp3,1148,2757,<i>I</i> <i>pictured</i> <i>the</i> idea <i>of</i> <i>being</i> <i>in</i> <i>a</i> fancy bar/jazz bar <i>with</i> <i>a</i> brass <i>band</i> playing <i>where</i> people <i>are</i> dressed nicely <i>and</i> sipping cocktails etc.,44.545475,35.685345
848717,MEI_UK18to30_2024-07-15_10h11.58.097_848717.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h11.58.097,Jaz_L_03,new-clip_Jazz_LOW_Ainda_Mais_Amor.mp3,Jazz,L,3,0.171428571,NA,1.342857143,y,On a beach with a cocktail in hand somewhere sunny and carefree ,On a beach with a cocktail in hand somewhere sunny and carefree ,,,,,,5,5,4,1,3,,TRUE,30,Female,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,5,2,NA,653.4736,686.7944,697.0635,697.0734,33.3208,NA,12,0,12,No,NA,NA,NA,NA,-12.576879,-70.447525,Jaz_L_03_new-clip_Jazz_LOW_Ainda_Mais_Amor.mp3,1154,2758,On <i>a</i> beach <i>with</i> <i>a</i> cocktail <i>in</i> hand somewhere sunny <i>and</i> carefree ,12.052888,69.53842
559447,MEI_UK18to30_2024-07-15_10h11.58.238_559447.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h11.58.238,Jaz_L_01,new-clip_Jazz_LOW_London_in_July.mp3,Jazz,L,1,0.193548387,NA,1.387096774,y,I imagined at first it was an old nokia ringtone only for the first few seconds. Then when it picked up I imagined it was from an old classic hallmark christmas film. The specific scene I imagined in the classic scene of the main character walking through the town they live in and interacting with other residents - think the opening scene to Deck the Halls ,I imagined at first it was an old nokia ringtone only for the first few seconds. Then when it picked up I imagined it was from an old classic hallmark christmas film. The specific scene I imagined in the classic scene of the main character walking through the town they live in and interacting with other residents - think the opening scene to Deck the Halls,,,Deck the Halls,,,5,5,1,4,4,,TRUE,26,Female,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,7,2,I had some issues with clicking the next button and often had to zoom in and out on my browser and found that the actual button for the next button was not in alignment with where the button was on the screen. ,1110.5102,1227.2472,1240.5303,1240.5342,116.737,NA,65,0,65,Yes,NA,NA,NA,NA,3.029562,-18.65389,Jaz_L_01_new-clip_Jazz_LOW_London_in_July.mp3,1163,2759,<i>I</i> <i>imagined</i> <i>at</i> first <i>it</i> <i>was</i> <i>an</i> old nokia ringtone <i>only</i> <i>for</i> <i>the</i> first <i>few</i> seconds. Then <i>when</i> <i>it</i> picked <i>up</i> <i>I</i> <i>imagined</i> <i>it</i> <i>was</i> <i>from</i> <i>an</i> old classic hallmark christmas film. The specific <i>scene</i> <i>I</i> <i>imagined</i> <i>in</i> <i>the</i> classic <i>scene</i> <i>of</i> <i>the</i> main character walking <i>through</i> <i>the</i> town <i>they</i> live <i>in</i> <i>and</i> interacting <i>with</i> <i>other</i> residents - <i>think</i> <i>the</i> opening <i>scene</i> <i>to</i> Deck <i>the</i> Halls,11.009884,-6.8320017
708334,MEI_UK18to30_2024-07-15_10h12.32.654_708334.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h12.32.654,Jaz_L_05,"new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jazz,L,5,0.15625,NA,1.5,y,"A xylophone, someone walking down the street, crossing a zebra crossing","A xylophone, someone walking down the street, crossing a zebra crossing",,,,,,4,3,4,1,1,,TRUE,28,Other,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,2,1,NA,1200.7966,1281.9366,1304.6182,1304.6214,81.14,NA,11,0,11,No,NA,NA,NA,NA,-13.65987,-42.822006,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",1171,2760,"<i>A</i> <i>xylophone</i>, someone walking <i>down</i> <i>the</i> street, crossing <i>a</i> zebra crossing",11.428997,34.265324
127302,MEI_UK18to30_2024-07-15_10h12.39.748_127302.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h12.39.748,Jaz_H_10,new-clip_Jazz_HIGH_Summertime.mp3,Jazz,H,10,0.125,NA,2.5625,y,"I pictured being at a show, probably ballet, where the dancers were coming in from the side of the stage. I then thought oh maybe not when the drums came in and the illusion disappeared when the trumpet arrived and I wasn't sure what to think","I pictured being at a show, probably ballet, where the dancers were coming in from the side of the stage. I then thought oh maybe not when the drums came in and the illusion disappeared when the trumpet arrived and I wasn't sure what to think",,,,,NA,4,3,3,1,4,,TRUE,30,Male,United Kingdom,United Kingdom,english,FALSE,NA,FALSE,NA,7,4,I don't often listen to music without any other distractions so it was fun to see what instantly popped into my head and then think about why,1388.9613,1439.8195,1448.9565,1448.9589,50.8582,NA,46,NA,46,No,NA,NA,NA,NA,18.092943,-15.191547,Jaz_H_10_new-clip_Jazz_HIGH_Summertime.mp3,1183,2761,"<i>I</i> <i>pictured</i> <i>being</i> <i>at</i> <i>a</i> show, probably ballet, <i>where</i> <i>the</i> dancers <i>were</i> coming <i>in</i> <i>from</i> <i>the</i> side <i>of</i> <i>the</i> stage. <i>I</i> <i>then</i> <i>thought</i> oh maybe <i>not</i> <i>when</i> <i>the</i> drums came <i>in</i> <i>and</i> <i>the</i> illusion disappeared <i>when</i> <i>the</i> <i>trumpet</i> arrived <i>and</i> <i>I</i> wasn't sure <i>what</i> <i>to</i> think",42.985634,-20.772242
25564,MEI_UK18to30_2024-07-15_10h13.34.409_025564.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h13.34.409,Jaz_L_05,"new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",Jazz,L,5,0.15625,NA,1.5,y,"I'm riding an elevator up a large sky scraper, I've only just got on & I am riding the elevator up high, near to the top of the building.","I'm riding an elevator up a large sky scraper, I've only just got on & I am riding the elevator up high, near to the top of the building.",,,,,,3,4,1,3,2,,TRUE,25,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,3,2,N/A,792.9686,832.4586,843.2855,843.2869,39.49,NA,28,0,28,No,NA,NA,NA,NA,3.9697297,-47.797054,"Jaz_L_05_new-clip_Jazz_LOW_Thinking_of_You,_Mjq.mp3",1189,2762,"I'm riding <i>an</i> elevator <i>up</i> <i>a</i> large sky scraper, I've <i>only</i> <i>just</i> got <i>on</i> & <i>I</i> <i>am</i> riding <i>the</i> elevator <i>up</i> high, near <i>to</i> <i>the</i> top <i>of</i> <i>the</i> building.",-21.283142,33.24346
66697,MEI_UK18to30_2024-07-15_10h13.59.458_066697.csv,UK,Age18to30,UK_Age18to30,MEI_UK18to30,2024-07-15_10h13.59.458,Jaz_H_07,new-clip_Jazz_HIGH_Feeling_Good.mp3,Jazz,H,7,0,NA,3.368421053,y,It just brough images of like a burlesque show to mind. it sounds very much like the kind of music that would be used there.,It just brough images of like a burlesque show to mind. it sounds very much like the kind of music that would be used there.,,,,,,5,5,3,4,2,banana,TRUE,29,Male,United Kingdom,United Kingdom,English,FALSE,NA,FALSE,NA,5,2,no comments,529.0781,562.0707,582.1805,582.1817,32.9926,NA,25,0,25,No,NA,NA,NA,NA,39.21763,37.02207,Jaz_H_07_new-clip_Jazz_HIGH_Feeling_Good.mp3,1193,2763,<i>It</i> <i>just</i> brough <i>images</i> <i>of</i> <i>like</i> <i>a</i> burlesque show <i>to</i> mind. <i>it</i> <i>sounds</i> <i>very</i> much <i>like</i> <i>the</i> kind <i>of</i> <i>music</i> <i>that</i> would <i>be</i> used there.,-48.08172,-15.917371
